Address,Housing_price,Baths,Housing_type,ZipCode,Beds,Location,Housing_area
404 E 76th St #5J,"$899,000",NA,NA,10021,NA,"40.769947,-73.95374",NA
45 E 89th St #23C,"$3,349,000",NA,NA,10128,NA,"40.78301,-73.957535",NA
139-141 W 126th St #4B,"$949,000",NA,NA,10027,NA,"40.80926,-73.94633",NA
160 W 66th St #33-D,"$2,175,000",NA,NA,10023,NA,"40.77424,-73.98424",NA
959 1st Ave #14D,"$2,609,990",NA,NA,10022,NA,"40.755665,-73.96526",NA
280 Park Ave S #21AX,"$2,629,000",2 ba,Condo,10010,1 bd,"40.73942,-73.98717","1,266 sqft"
88 Lexington Ave #605,"$4,425,000+",2.5 ba,Condo,10016,3 bd,"40.74172,-73.98352","2,137 sqft"
2002 5th Ave #5B,,NA,NA,10035,NA,"40.806286,-73.94255",NA
225 E 34th St #5E,"$2,120,000",NA,NA,10016,NA,"40.74535,-73.97684",NA
301 E 50th St #8C,"$2,800,000",NA,NA,10022,NA,"40.75491,-73.96824",NA
20 W 64th St #38B,"$1,650,000",1.5 ba,Condo,10023,1 bd,"40.771523,-73.98083",950 sqft
15 W 63rd St #1516B,"$3,650,000",NA,NA,10023,NA,"40.771137,-73.98085",NA
350 W 42nd St #18L,"$1,650,000",NA,NA,10036,NA,"40.756866,-73.99069",NA
139-141 W 126th St #4A,"$1,139,000",NA,NA,10027,NA,"40.80926,-73.94633",NA
100 Barclay St #23A,"$7,450,000",NA,NA,10007,NA,"40.7136,-74.01195",NA
117 E 18th St #4,"$4,500,000",2 ba,Condo,10003,3 bd,"40.736908,-73.987465","2,100 sqft"
139-141 W 126th St,"$1,299,000",NA,NA,10027,NA,"40.80926,-73.94633",NA
25 Columbus Cir #52C,"$9,985,000",NA,NA,10019,NA,"40.76889,-73.983406",NA
100 Barclay St #28B,"$7,950,000",NA,NA,10007,NA,"40.7136,-74.01195",NA
55 White St #2C,"$3,900,000",2 ba,Condo,10013,3 bd,"40.718204,-74.00394",NA
133 W 81st St #2,"$4,495,000",3 ba,Coop,10024,3 bd,"40.783905,-73.97543",NA
11 Riverside Dr #4AW,"$725,000",1 ba,Coop,10023,1 bd,"40.781128,-73.98448",NA
130 W 67th St #7K,"$700,000",1 ba,Coop,10023,1 bd,"40.774864,-73.98323",NA
23 E 74th St #11G,"$795,000",NA,NA,10021,NA,"40.773457,-73.96473",NA
165 W 66th St #2G,"$715,000",NA,NA,10023,NA,"40.774868,-73.98416",NA
440 E 79th St #12D,"$1,295,000",NA,NA,10075,NA,"40.771442,-73.9514",NA
453 W 19th St #4A,"$850,000",NA,NA,10011,NA,"40.7451,-74.00507",NA
158 Mercer St #34B,"$14,950,000",NA,NA,10012,NA,"40.72497,-73.99808",NA
32 W 82nd St #7B,"$2,795,000",2 ba,Coop,10024,3 bd,"40.78312,-73.97282",NA
445 5th Ave #15H,"$875,000",NA,NA,10016,NA,"40.751595,-73.98174",NA
232 E 50th St #2,"$1,995,000",2 ba,Condo,10022,2 bd,"40.755066,-73.96958","1,200 sqft"
66 Overlook Ter #1B,"$800,000",2 ba,Coop,10040,3 bd,"40.85528,-73.93548","1,300 sqft"
20 E 35th St #12E,"$775,000",1 ba,Coop,10016,1 bd,"40.74803,-73.98235",NA
264 E Broadway #C401,"$749,000",1 ba,Coop,10002,1 bd,"40.714615,-73.98514",NA
120 Bennett Ave #3D,"$415,000",1 ba,Coop,10033,1 bd,"40.85427,-73.935036",NA
12 E 87th St #1B,"$850,000",1 ba,Coop,10128,1 bd,"40.781593,-73.95907",NA
184 Thompson St #6P,"$1,250,000",NA,NA,10012,NA,"40.727932,-73.99987",NA
202 W 123rd St,"$2,550,000",NA,NA,10027,NA,"40.807686,-73.949936",NA
Address Not Disclosed,"$2,650,000",2 ba,Coop,10003,2 bd,"40.732136,-73.99277",NA
605 Park Ave,,NA,NA,10065,NA,"40.76628,-73.96674",NA
220 Madison Ave #15L,"$750,000",NA,NA,10016,NA,"40.749523,-73.98206",NA
240 Riverside Blvd #9B,"$4,495,000",NA,NA,10069,NA,"40.780315,-73.98696",NA
200 Chambers St #27F,"$3,675,000",NA,NA,10007,NA,"40.71656,-74.01235",NA
60 White St #2W,"$4,610,000",NA,NA,10013,NA,"40.718502,-74.003525",NA
60 White St #3E,"$4,585,000",NA,NA,10013,NA,"40.718502,-74.003525",NA
305 W 150th St #410,"$471,000",NA,NA,10039,NA,"40.826473,-73.94016",NA
330 E 56th St #904,"$1,215,000",1 ba,Condo,10022,1 bd,"40.75787,-73.96457",555 sqft
60 E 55th St #18-A,"$1,800,000",NA,NA,10022,NA,"40.76052,-73.97279",NA
220 E 65th St #17D,"$1,200,000",1 ba,Condo,10065,1 bd,"40.764442,-73.962654",646 sqft
524 E 72nd St #24E,"$859,000",1 ba,Condo,10021,1 bd,"40.76594,-73.95221",577 sqft
215 W 95th St #4F,"$950,000",NA,NA,10025,NA,"40.794018,-73.97168",NA
Address Not Disclosed,"$5,300,000",2 ba,Condo,10014,3 bd,"40.740116,-74.004745","2,373 sqft"
220 Riverside Blvd #23F,"$1,395,000",NA,NA,10069,NA,"40.779762,-73.98732",NA
400 5th Ave #53C,"$3,595,000",NA,NA,10018,NA,"40.75023,-73.98371",NA
60 White St,"$9,400,000",NA,NA,10013,NA,"40.718502,-74.003525",NA
830 Park Ave #8C,"$5,250,000",NA,NA,10021,NA,"40.773666,-73.9625",NA
800 W End Ave #5D,"$2,249,000",2 ba,Coop,10025,2 bd,"40.79724,-73.97156",NA
2 S End Ave #9D,"$1,200,000",2 ba,Condo,10280,2 bd,"40.707924,-74.01724",NA
260 Park Ave S #3D.,"$3,695,000",NA,NA,10010,NA,"40.738884,-73.987915",NA
330 E 56th St #1402,"$2,995,000",2 ba,Condo,10022,2 bd,"40.75787,-73.96457","1,234 sqft"
182 W 82nd St,"$6,425,000",3 ba,Condo,10024,4 bd,"40.78479,-73.97676","2,752 sqft"
345 W 145th St #3C1,"$425,000",NA,NA,10031,NA,"40.82386,-73.94397",NA
